Respondent,Being a Rugby Union fan helps define who,It's important to me that people know I a,Respect between players is a very importa,Rugby Union is a very entertaining sport,It's important to me that the sport I fol,Playing against other international sides,I always watch Super Rugby either live or,I only watch International Rugby Union ma,Rugby Union is more enjoyable to watch in,I prefer to watch Rugby Union in a loud,"When my favourite Rugby Team is winning,",Winning is the most important part of su,It's important to me that Rugby Union ha,Having tough Rugby Union players is an i,Rugby Union is the most important sport,Segment
5135,4,4,4,2,4,3,4,4,4,2,3,4,4,3,4,Couch Warmers
5136,1,1,3,1,2,1,1,3,1,3,2,1,1,1,2,The Rugby Squad
5137,5,5,3,2,5,2,5,3,5,5,2,5,5,5,5,Couch Warmers
5138,3,3,2,1,4,1,1,1,2,2,2,3,2,2,4,The Rugby Squad
5139,3,3,2,1,1,1,3,3,3,3,3,2,3,3,2,The Rugby Squad
5140,4,5,3,5,4,4,3,3,3,5,5,4,5,5,5,Couch Warmers
5141,5,5,2,1,2,1,1,5,3,4,3,3,1,3,5,Couch Warmers
5142,3,3,3,3,3,3,3,3,3,4,4,4,3,3,3,Couch Warmers
5143,3,4,2,2,4,3,3,2,2,3,3,4,2,3,5,The Rugby Squad
5144,3,4,2,2,2,2,3,3,4,3,3,4,3,3,4,Couch Warmers
5145,5,5,2,3,3,2,5,3,5,5,2,2,3,4,4,Couch Warmers
5146,5,5,2,2,2,2,5,1,3,3,2,4,2,2,5,Code Hoppers
5147,4,3,5,4,5,5,5,4,5,4,5,3,5,5,4,Couch Warmers
5148,5,5,3,5,2,1,5,1,5,5,1,1,5,3,5,Code Hoppers
5149,3,3,3,1,3,2,3,5,2,3,2,5,2,2,2,Social Entourage
5150,5,5,1,2,4,3,4,2,3,5,3,5,4,5,5,Family Ties
5151,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Couch Warmers
5152,2,2,2,3,3,3,3,3,3,2,2,2,3,3,3,The Rugby Squad
5153,3,3,3,3,2,2,5,2,3,3,3,3,2,2,5,Code Hoppers
5154,5,3,2,3,2,3,2,2,3,3,1,2,2,3,4,Code Hoppers
5155,4,4,2,2,4,2,2,5,2,3,4,4,3,3,4,Social Entourage
5156,1,1,1,1,3,2,3,4,3,3,2,3,1,2,1,The Rugby Squad
5157,3,2,4,1,1,1,3,3,3,1,2,3,3,3,3,The Rugby Squad
5158,4,3,1,3,1,1,4,2,3,2,4,5,3,3,3,Family Ties
5159,4,3,2,1,1,1,2,3,2,2,2,3,2,3,3,The Rugby Squad
5160,5,5,2,1,3,5,4,3,2,1,3,5,2,3,3,Social Entourage
5161,3,5,3,3,3,3,3,3,3,4,4,4,3,3,3,Couch Warmers
5162,5,5,4,2,2,1,1,3,3,3,2,2,3,4,5,Couch Warmers
5163,3,3,3,1,2,1,3,2,3,3,2,2,3,2,2,The Rugby Squad
5164,5,5,1,2,3,1,4,2,3,3,4,3,1,2,4,Code Hoppers
5165,5,5,1,2,3,2,3,3,4,4,4,4,5,5,5,Family Ties
5166,3,3,3,2,2,2,5,2,3,3,3,3,3,3,5,Couch Warmers
5167,3,4,5,1,2,2,3,3,1,3,2,4,3,4,3,Couch Warmers
5168,5,4,4,4,2,1,1,2,3,3,2,1,5,2,4,Code Hoppers
5169,3,5,1,1,3,3,4,5,3,4,4,5,1,1,1,Rugby Disciples
5170,4,4,3,4,3,2,2,4,3,4,3,5,3,4,2,Code Hoppers
5171,5,5,1,2,1,2,3,2,2,1,4,4,2,2,4,Code Hoppers
5172,3,3,2,2,3,2,2,3,3,2,2,2,1,1,3,The Rugby Squad
5173,4,3,3,3,3,3,5,4,4,3,3,3,4,4,4,Couch Warmers
5174,5,5,1,1,5,2,3,2,5,5,5,5,5,5,5,Couch Warmers
5175,5,5,2,4,2,2,4,4,4,4,4,4,4,4,5,Code Hoppers
5176,5,3,2,2,4,3,2,3,4,4,2,4,2,2,3,Couch Warmers
5177,3,3,4,3,3,3,3,2,3,3,3,3,2,2,2,Code Hoppers
5178,3,3,2,1,2,2,1,4,5,3,1,2,2,2,4,The Rugby Squad
5179,5,5,2,2,3,2,2,3,4,3,2,3,3,3,4,Couch Warmers
5180,4,5,2,3,1,1,3,2,3,3,1,2,1,2,4,Code Hoppers
5181,5,5,1,1,1,1,3,3,4,2,4,4,2,4,5,Family Ties
5182,5,3,2,2,1,1,4,3,2,1,2,4,1,1,4,Code Hoppers
5183,3,2,3,3,2,2,2,2,2,2,2,3,3,4,3,The Rugby Squad
5184,5,5,1,5,5,5,3,3,3,5,5,5,5,5,5,Family Ties
5185,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,The Rugby Squad
5186,3,2,4,2,3,4,4,1,2,2,3,1,3,1,2,The Rugby Squad
5187,3,3,3,3,3,3,5,1,5,3,3,3,1,1,1,Code Hoppers
5188,3,3,3,2,3,1,3,2,2,4,3,3,1,1,3,The Rugby Squad
5189,5,5,3,1,1,5,2,4,3,3,3,3,3,3,3,Social Entourage
5190,1,1,1,1,1,1,1,4,4,1,1,5,1,1,3,The Rugby Squad
5191,3,3,4,3,4,4,3,4,2,4,4,4,3,3,4,Couch Warmers
5192,3,3,3,3,2,1,3,3,3,4,4,2,3,3,3,Couch Warmers
5193,5,5,1,1,3,3,2,3,2,3,5,5,5,5,5,Family Ties
5194,4,4,2,3,2,2,5,2,3,5,3,4,3,3,5,Couch Warmers
5195,3,3,2,2,3,2,3,3,2,3,2,2,2,2,4,The Rugby Squad
5196,5,3,2,2,3,3,4,3,3,3,4,5,2,3,5,Couch Warmers
5197,5,5,5,2,4,3,2,2,2,4,2,4,4,5,5,Couch Warmers
5198,4,3,3,2,3,2,3,5,4,5,1,2,4,2,4,Couch Warmers
5199,4,4,2,2,3,2,3,2,3,4,2,3,3,4,3,Couch Warmers
5200,4,3,1,2,4,3,2,4,4,3,2,4,4,4,4,Family Ties
5201,4,3,2,2,3,2,4,4,2,2,4,4,3,3,4,Social Entourage
5202,4,4,4,3,3,3,3,4,2,2,5,5,4,4,4,Social Entourage
5203,5,5,2,2,2,2,4,2,4,4,2,4,4,2,5,Couch Warmers
5204,5,3,2,2,4,2,4,5,3,2,5,5,3,2,5,Social Entourage
5205,4,4,3,2,3,2,2,3,3,3,3,3,3,3,3,Couch Warmers
5206,2,3,1,1,2,1,1,2,2,1,2,3,1,1,2,The Rugby Squad
5207,3,3,3,3,3,3,2,2,2,3,3,3,1,1,2,Code Hoppers
5208,1,1,1,1,1,1,3,2,1,1,1,2,1,2,1,The Rugby Squad
5209,3,3,2,2,3,4,3,3,3,3,3,3,3,2,3,The Rugby Squad
5210,3,3,2,1,2,2,1,4,3,1,5,2,2,1,3,Rugby Disciples
5211,5,5,2,2,4,2,4,2,2,3,1,3,2,2,5,Code Hoppers
5212,5,5,2,4,2,1,3,2,3,2,3,2,2,3,5,Code Hoppers
5213,3,3,3,4,3,3,4,4,3,3,3,3,3,3,3,Code Hoppers
5214,5,5,5,5,1,1,5,1,3,1,1,4,3,5,5,Code Hoppers
5215,2,4,1,1,4,2,1,5,3,2,1,2,2,1,1,The Rugby Squad
5216,4,3,2,1,1,1,3,2,2,2,3,3,1,1,3,The Rugby Squad
5217,3,3,2,1,1,1,2,4,2,3,3,2,2,3,2,The Rugby Squad
5218,1,1,1,3,3,3,2,3,4,3,3,3,3,1,1,The Rugby Squad
5219,2,1,1,1,5,1,5,2,4,4,4,5,5,5,5,Family Ties
5220,5,5,1,1,1,1,3,3,5,5,5,5,3,5,1,Family Ties
5221,3,3,2,1,3,2,2,4,2,2,4,4,4,3,3,Family Ties
5222,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,Code Hoppers
5223,5,4,1,1,3,1,3,2,3,3,4,4,4,3,2,Family Ties
5224,3,3,3,4,2,3,3,2,4,3,3,3,2,2,2,Code Hoppers
5225,3,2,2,1,2,1,2,4,4,4,1,2,1,1,3,The Rugby Squad
5226,5,5,2,1,2,1,4,2,3,3,2,3,2,2,5,Couch Warmers
5227,2,2,1,1,1,1,3,3,2,2,1,3,1,1,3,The Rugby Squad
5228,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,Couch Warmers
5229,4,3,2,2,2,2,3,4,2,4,2,2,3,2,2,The Rugby Squad
5230,3,3,2,2,3,2,2,4,3,2,2,2,3,2,2,The Rugby Squad
5231,5,5,2,2,2,1,4,1,2,2,4,2,3,3,4,Code Hoppers
5232,5,5,2,1,1,2,5,2,3,3,5,5,2,1,2,Rugby Disciples
5233,5,5,1,2,1,1,4,3,3,3,1,1,2,3,5,Code Hoppers
5234,5,5,1,2,3,3,2,3,3,3,3,3,2,4,5,Couch Warmers
5235,5,3,3,1,2,1,1,4,5,5,3,2,2,2,5,Couch Warmers
5236,4,3,4,4,4,5,4,4,5,3,3,3,4,4,3,Couch Warmers
5237,2,2,2,2,2,2,2,2,2,3,3,3,3,2,3,The Rugby Squad
5238,4,5,2,2,5,2,4,4,3,3,3,3,3,4,4,Social Entourage
5239,5,3,5,5,3,4,1,1,5,5,4,2,4,3,5,Couch Warmers
5240,5,5,5,2,2,1,5,1,1,3,2,4,2,2,5,Code Hoppers
5241,5,5,3,2,3,1,5,2,2,3,2,5,3,3,4,Family Ties
5242,5,4,3,2,3,3,3,3,4,3,2,3,3,2,3,Couch Warmers
5243,3,3,2,3,2,1,2,2,1,1,2,4,2,2,5,Code Hoppers
5244,5,5,1,2,4,4,3,5,3,3,4,3,1,1,3,Rugby Disciples
5245,2,3,3,4,4,4,4,4,4,2,2,2,2,2,2,Code Hoppers
5246,5,5,2,2,4,2,5,1,2,4,3,4,3,4,5,Family Ties
5247,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,Couch Warmers
5248,5,5,4,2,2,1,3,2,2,2,2,3,3,3,5,Code Hoppers
5249,3,2,1,2,2,1,3,2,1,1,3,3,1,1,3,The Rugby Squad
5250,5,5,4,1,1,1,1,4,2,1,1,5,1,4,3,Social Entourage
5251,5,5,1,3,2,2,5,1,3,3,3,3,3,3,5,Code Hoppers
5252,3,3,4,3,3,3,4,3,4,3,3,3,3,3,3,Couch Warmers
5253,5,5,1,1,3,5,1,5,3,3,3,5,3,3,1,Rugby Disciples
5254,2,2,2,2,1,1,5,5,5,4,1,2,4,2,2,The Rugby Squad
5255,5,5,2,3,1,1,2,2,5,2,2,1,3,5,5,Couch Warmers
5256,5,5,3,5,1,2,4,1,3,3,2,2,2,2,5,Code Hoppers
5257,3,3,1,2,1,1,4,1,2,3,4,4,2,2,4,The Rugby Squad
5258,5,3,1,1,2,1,1,2,3,3,5,5,2,2,2,Rugby Disciples
5259,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Couch Warmers
5260,4,4,1,2,2,2,3,2,3,4,2,4,2,2,5,Couch Warmers
5261,5,5,1,2,5,4,2,4,3,3,2,5,1,1,5,Social Entourage
5262,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,Couch Warmers
5263,3,3,2,2,2,2,3,5,2,1,5,4,1,1,4,Rugby Disciples
5264,2,2,2,3,3,3,2,2,2,2,2,2,2,2,2,The Rugby Squad
5265,2,3,1,1,3,2,2,4,2,2,2,2,1,1,2,The Rugby Squad
5266,3,3,3,1,2,2,3,2,2,3,2,3,4,2,3,The Rugby Squad
5267,3,3,1,1,2,2,2,4,5,2,2,3,3,2,4,The Rugby Squad
5268,5,5,1,1,1,5,1,5,3,3,4,5,3,3,3,Rugby Disciples
5269,5,4,1,2,3,1,3,3,2,3,5,5,2,1,3,Rugby Disciples
5270,5,5,3,3,2,2,5,3,4,3,2,2,2,2,5,Code Hoppers
5271,5,5,1,2,4,1,3,4,3,1,5,5,2,2,5,Social Entourage
5272,3,3,1,1,3,1,1,4,2,3,5,4,2,2,5,Rugby Disciples
5273,5,5,1,2,1,1,5,1,1,1,1,1,1,1,5,Code Hoppers
5274,3,5,3,1,4,3,2,5,3,3,3,3,2,3,3,Social Entourage
5275,3,3,3,1,3,3,4,3,3,1,3,2,2,2,2,The Rugby Squad
5276,5,5,1,1,3,1,3,3,4,3,2,4,3,2,4,Couch Warmers
5277,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,Couch Warmers
5278,1,1,1,1,1,1,1,5,3,3,5,2,1,1,1,The Rugby Squad
5279,5,5,2,3,5,3,4,2,2,2,2,2,2,3,5,Code Hoppers
5280,5,5,1,2,2,1,5,1,5,5,2,4,3,3,4,Couch Warmers
5281,3,3,2,2,2,2,3,2,3,4,2,3,3,3,4,The Rugby Squad
5282,3,3,1,1,2,2,2,2,3,3,4,4,3,3,4,Family Ties
5283,2,3,1,2,2,2,3,4,3,2,3,3,1,1,2,The Rugby Squad
5284,5,5,3,2,3,2,3,3,3,5,2,3,3,4,5,Couch Warmers
5285,5,5,1,2,4,1,4,3,3,3,2,5,3,3,5,Family Ties
5286,3,4,3,2,3,3,2,3,1,2,3,3,3,3,4,The Rugby Squad
5287,4,3,1,1,1,1,4,2,2,2,1,3,2,2,4,The Rugby Squad
5288,5,5,3,2,2,1,4,2,2,1,2,3,2,2,5,Code Hoppers
5289,5,5,3,2,3,3,5,2,2,2,1,2,1,2,5,Code Hoppers
5290,5,5,1,1,1,1,1,5,1,1,5,5,1,1,1,Rugby Disciples
5291,3,2,1,1,3,1,4,2,2,4,3,3,1,1,4,The Rugby Squad
5292,5,5,1,3,4,1,2,2,2,2,2,3,3,3,5,Code Hoppers
5293,4,4,2,2,2,2,4,2,3,2,4,4,3,3,5,Family Ties
5294,3,3,2,2,3,3,3,3,3,3,2,3,3,3,3,The Rugby Squad
5295,4,3,2,3,3,2,2,3,3,3,2,3,3,3,4,Code Hoppers
5296,3,3,1,1,3,2,2,3,2,2,3,5,2,2,2,Rugby Disciples
5297,3,3,2,2,3,1,2,4,2,2,1,2,1,1,3,The Rugby Squad
5298,5,5,2,3,3,2,1,3,3,3,2,3,3,3,2,Code Hoppers
5299,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Couch Warmers
5300,5,5,5,4,4,4,4,4,4,5,5,5,4,4,4,Couch Warmers
5301,2,2,3,2,2,3,3,1,2,4,2,3,3,4,1,The Rugby Squad
5302,3,3,2,2,2,2,2,4,2,3,1,3,2,2,4,The Rugby Squad
5303,3,2,1,1,1,1,3,5,2,2,1,5,1,2,1,The Rugby Squad
5304,5,4,1,2,2,2,4,1,4,4,4,3,2,2,4,Couch Warmers
5305,3,3,3,3,3,3,3,5,3,3,3,3,1,5,5,Couch Warmers
5306,2,2,1,1,1,1,2,4,2,1,4,2,2,2,2,The Rugby Squad
5307,2,2,2,2,2,3,2,5,2,3,2,3,2,2,2,The Rugby Squad
5308,4,4,1,3,1,1,3,4,4,3,3,3,4,5,3,Family Ties
5309,4,4,3,3,3,2,4,4,2,3,3,4,2,3,5,Code Hoppers
5310,3,4,2,4,3,1,1,4,1,3,4,2,1,3,3,Code Hoppers
5311,3,4,1,1,1,3,2,3,4,4,2,3,1,1,1,The Rugby Squad
5312,3,3,3,3,3,2,3,3,3,4,3,3,3,3,3,Couch Warmers
5313,4,4,2,1,4,2,1,4,3,1,2,2,2,3,2,Social Entourage
5314,4,5,1,1,1,1,2,2,3,2,1,2,2,3,4,The Rugby Squad
5315,5,5,2,2,2,2,3,1,3,5,3,3,3,3,5,Couch Warmers
5316,3,2,3,3,3,3,2,5,3,3,3,2,1,2,3,The Rugby Squad
5317,3,3,2,2,2,2,2,3,2,3,2,4,3,2,3,The Rugby Squad
5318,4,2,1,2,2,1,2,4,2,1,2,2,2,2,4,The Rugby Squad
5319,4,3,3,2,2,2,3,3,4,4,4,4,4,4,4,Couch Warmers
5320,2,4,3,2,4,1,3,5,4,3,3,3,4,3,5,Couch Warmers
5321,4,5,1,3,4,3,4,3,5,5,4,4,3,3,4,Couch Warmers
5322,5,5,3,1,2,1,4,3,2,2,1,2,3,3,2,Social Entourage
5323,5,5,3,4,2,1,5,1,5,5,2,2,2,2,5,Code Hoppers
5324,3,4,3,2,2,2,2,3,5,4,2,2,2,2,3,Couch Warmers
5325,3,2,3,1,4,3,3,4,3,3,4,4,2,1,4,Rugby Disciples
5326,4,2,1,2,2,2,3,3,4,4,2,4,4,4,2,Family Ties
5327,1,1,4,4,3,3,4,3,3,3,4,3,2,1,3,The Rugby Squad
5328,4,5,3,2,2,1,3,3,4,4,2,2,1,2,5,Couch Warmers
5329,4,4,1,3,1,3,2,3,3,3,3,4,2,3,4,Code Hoppers
5330,4,4,2,2,3,2,4,2,3,2,4,3,3,3,4,Couch Warmers
5331,5,5,2,2,2,1,5,1,3,3,5,3,4,3,5,Family Ties
5332,4,3,4,3,1,1,4,3,4,3,3,4,4,3,3,Couch Warmers
5333,5,5,1,4,5,1,4,2,1,1,1,1,4,4,5,Code Hoppers
5334,5,5,1,5,2,2,1,4,3,5,5,5,5,5,3,Family Ties
5335,4,5,1,2,4,3,3,4,3,4,3,5,2,1,2,Rugby Disciples
5336,5,4,2,2,4,3,3,4,3,2,2,3,3,4,5,Social Entourage
5337,5,5,2,1,5,1,2,3,4,3,1,5,4,5,5,Family Ties
5338,4,3,4,1,1,1,4,3,3,4,1,5,5,4,4,Family Ties
5339,3,3,3,3,4,2,4,3,4,3,2,3,3,3,3,Couch Warmers
5340,4,3,2,2,3,2,3,3,2,3,3,4,3,3,3,Family Ties
5341,5,4,4,2,2,1,2,2,3,3,4,4,4,2,3,Couch Warmers
5342,3,3,2,2,2,2,1,3,2,3,2,3,2,2,2,The Rugby Squad
5343,3,4,2,3,2,2,5,1,4,2,1,1,2,1,2,Code Hoppers
5344,4,4,3,2,2,2,2,3,2,2,2,4,2,3,5,Code Hoppers
5345,5,5,1,2,3,2,5,1,4,4,2,4,2,2,5,Couch Warmers
5346,4,4,2,2,3,2,5,3,4,2,2,3,3,4,4,Family Ties
5347,5,5,2,3,3,2,5,1,3,3,4,1,2,5,5,Couch Warmers
5348,3,3,3,3,3,3,2,3,1,1,5,4,3,3,3,Social Entourage
5349,1,1,1,1,5,5,1,5,1,3,5,5,1,4,1,Rugby Disciples
5350,3,3,2,1,1,1,2,2,3,3,3,3,3,3,3,The Rugby Squad
5351,3,4,1,3,2,2,5,4,3,3,3,3,5,2,5,Family Ties
5352,2,5,1,2,1,1,1,1,4,4,1,1,1,1,3,The Rugby Squad
5353,4,4,2,3,5,5,4,3,3,4,3,3,3,3,4,Social Entourage
5354,5,5,2,2,4,3,2,2,4,4,4,4,2,4,5,Couch Warmers
5355,5,5,1,4,5,3,3,4,2,4,2,4,1,1,5,Code Hoppers
5356,4,4,2,3,5,2,4,2,2,4,2,4,3,3,5,Code Hoppers
5357,5,5,1,2,2,1,4,3,5,5,5,3,3,5,5,Couch Warmers
5358,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,Couch Warmers
5359,2,2,1,1,1,1,2,1,1,1,5,5,1,1,2,The Rugby Squad
5360,3,4,2,1,1,1,4,4,1,1,1,1,2,2,3,The Rugby Squad
5361,5,5,2,2,1,2,5,1,3,3,3,4,4,4,4,Family Ties
5362,2,3,1,1,1,1,1,3,1,2,1,2,2,2,2,The Rugby Squad
5363,5,5,3,4,5,3,5,2,3,3,4,4,3,3,5,Code Hoppers
5364,3,3,2,2,3,2,4,2,3,4,2,2,2,2,4,The Rugby Squad
5365,5,1,5,1,1,1,2,5,5,5,1,5,1,5,5,Couch Warmers
5366,4,4,1,2,2,2,3,2,4,3,2,2,2,3,5,Couch Warmers
5367,3,3,3,2,2,3,2,4,4,4,2,3,3,2,4,Couch Warmers
5368,3,3,1,1,3,1,2,5,5,4,1,5,3,3,2,Family Ties
5369,5,5,2,3,2,2,3,3,4,2,2,4,1,2,5,Code Hoppers
5370,5,5,4,4,1,1,4,2,4,5,1,3,3,1,5,Code Hoppers
5371,5,3,3,5,3,2,3,3,3,2,2,1,3,3,4,Code Hoppers
5372,2,3,5,4,3,4,4,4,3,4,3,3,4,4,3,Couch Warmers
5373,3,4,1,2,1,1,2,2,4,3,1,4,1,1,5,The Rugby Squad
5374,3,3,2,2,3,3,3,3,3,3,3,3,3,2,3,The Rugby Squad
5375,3,3,2,2,3,2,2,4,2,2,2,3,2,2,3,The Rugby Squad
5376,5,5,2,2,3,1,3,2,5,5,3,2,1,1,3,Couch Warmers
5377,3,3,1,2,2,1,3,3,2,2,2,2,2,2,4,The Rugby Squad
5378,5,5,5,3,5,5,3,5,3,5,5,5,1,3,3,Couch Warmers
5379,3,4,1,4,1,2,3,3,3,4,2,3,4,2,5,Code Hoppers
5380,1,1,1,1,3,1,5,4,3,1,1,3,1,1,1,The Rugby Squad
5381,3,5,1,3,1,1,2,1,3,3,2,4,3,3,5,Family Ties
5382,5,5,3,2,2,2,5,2,4,5,3,5,5,5,3,Family Ties
5383,3,4,4,4,3,2,2,3,3,3,3,2,5,3,4,Code Hoppers
5384,5,5,3,3,3,3,3,5,3,3,5,5,3,3,3,Social Entourage
5385,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,The Rugby Squad
5386,3,3,2,4,2,2,5,3,4,2,3,2,3,2,5,Code Hoppers
5387,5,5,2,2,3,2,3,2,3,4,5,4,5,3,5,Couch Warmers
5388,5,5,4,5,5,4,3,4,3,2,2,4,5,4,5,Code Hoppers
5389,1,1,1,1,5,5,5,5,3,3,5,5,3,3,1,Rugby Disciples
5390,3,3,2,2,4,2,3,2,2,3,4,4,3,3,5,The Rugby Squad
5391,4,4,4,4,4,4,4,4,4,1,1,2,4,3,3,Code Hoppers
5392,3,4,2,3,2,1,2,2,4,5,2,3,3,2,5,Couch Warmers
5393,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,The Rugby Squad
5394,4,4,2,2,3,2,4,2,5,5,2,5,5,5,5,Family Ties
5395,3,4,4,2,2,2,1,5,3,4,4,4,3,2,1,Couch Warmers
5396,5,5,1,2,2,1,5,1,1,2,4,3,1,1,5,Code Hoppers
5397,5,5,2,2,1,1,5,1,3,3,3,3,2,2,5,Code Hoppers
5398,4,4,2,2,1,1,5,1,3,5,1,4,3,3,4,Family Ties
5399,5,4,3,3,4,5,5,3,4,3,4,5,4,3,5,Social Entourage
5400,5,4,2,3,1,1,4,2,2,3,2,3,1,1,5,Code Hoppers
5401,5,5,3,3,5,5,5,3,5,5,3,3,4,3,5,Couch Warmers
5402,3,3,4,3,2,1,3,3,3,3,4,4,3,3,3,Couch Warmers
5403,5,5,1,2,4,2,3,3,5,3,2,2,3,3,5,Couch Warmers
5404,5,5,2,2,2,2,5,3,3,4,3,2,4,4,4,Family Ties
5405,5,5,5,3,2,3,5,1,4,3,3,3,2,5,5,Couch Warmers
5406,5,5,1,1,5,2,3,5,4,4,5,2,3,2,3,Couch Warmers
5407,5,3,1,2,3,2,5,2,4,2,2,3,2,2,4,Code Hoppers
5408,5,5,1,2,3,2,3,4,4,3,1,3,2,3,5,Code Hoppers
5409,4,5,1,2,2,1,3,2,2,2,2,2,2,2,3,Code Hoppers
5410,3,1,1,1,5,5,1,3,3,4,5,5,4,5,4,Rugby Disciples
5411,5,5,5,3,3,1,4,5,5,5,1,3,2,1,5,Code Hoppers
5412,5,5,1,1,5,3,1,3,3,3,2,3,1,1,5,Social Entourage
5413,3,2,2,2,2,3,2,4,2,3,2,4,3,2,4,The Rugby Squad
5414,3,4,2,2,2,2,2,4,3,3,2,3,3,3,4,The Rugby Squad
5415,3,4,2,2,2,1,4,2,2,2,1,2,3,4,4,Family Ties
5416,3,3,2,2,3,2,4,2,3,3,2,3,3,3,3,The Rugby Squad
5417,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,Couch Warmers
5418,2,4,1,1,1,1,3,2,3,2,3,5,1,1,1,The Rugby Squad
5419,5,5,2,2,3,2,3,4,3,3,2,3,2,2,4,Code Hoppers
5420,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,Couch Warmers
5421,5,5,4,2,4,2,3,3,4,5,4,4,3,3,4,Couch Warmers
5422,5,5,2,3,3,2,5,1,1,2,2,4,3,3,5,Code Hoppers
5423,5,3,1,2,3,3,3,3,2,2,3,3,4,1,1,Social Entourage
5424,5,5,1,3,5,3,4,4,1,3,1,5,4,3,5,Social Entourage
5425,4,1,1,1,3,2,1,2,2,3,1,2,2,2,1,The Rugby Squad
5426,3,3,3,2,3,3,2,3,2,2,2,2,3,3,3,The Rugby Squad
5427,4,4,3,4,4,4,5,3,3,3,3,3,2,3,3,Code Hoppers
5428,4,4,2,2,3,1,3,1,2,3,2,2,1,1,4,Code Hoppers
5429,5,5,2,2,4,2,4,3,2,3,2,3,2,2,5,Code Hoppers
5430,4,3,3,4,3,3,2,3,4,4,3,4,3,3,3,Code Hoppers
5431,3,2,2,2,3,2,2,4,1,3,2,2,2,2,5,The Rugby Squad
5432,2,3,2,2,3,3,4,1,3,3,4,4,2,3,2,The Rugby Squad
5433,3,4,5,5,5,5,3,4,3,3,3,3,3,3,3,Code Hoppers
5434,3,3,2,1,3,2,2,3,4,3,2,4,2,3,3,Couch Warmers
5435,1,1,1,1,1,1,1,5,1,1,2,1,1,1,1,The Rugby Squad
5436,4,5,2,2,5,1,5,2,3,3,1,4,1,1,5,Code Hoppers
5437,5,5,3,2,1,1,1,3,5,3,3,2,1,1,5,Code Hoppers
5438,2,2,2,3,3,3,2,2,2,3,3,3,3,3,3,The Rugby Squad
5439,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,Couch Warmers
5440,2,2,2,2,2,2,3,4,4,2,2,2,2,2,2,The Rugby Squad
5441,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,Couch Warmers
5442,5,5,3,1,2,3,1,4,3,1,5,3,3,3,5,Rugby Disciples
5443,5,5,4,4,5,5,5,4,5,4,4,4,3,3,5,Couch Warmers
5444,5,5,2,3,3,3,3,3,3,4,3,3,3,3,3,Code Hoppers
5445,4,4,1,2,2,1,4,3,2,3,1,3,2,2,4,Code Hoppers
5446,5,5,2,3,3,3,5,2,2,3,2,3,4,2,5,Code Hoppers
5447,4,4,2,2,2,2,3,3,2,2,3,4,3,2,4,Code Hoppers
5448,4,5,3,1,4,2,1,4,1,2,3,3,2,2,5,Social Entourage
5449,5,5,1,3,4,2,5,2,2,3,3,4,1,1,5,Code Hoppers
5450,5,5,5,2,3,3,2,3,3,3,3,3,4,4,4,Couch Warmers
5451,5,5,1,2,2,1,4,1,1,3,5,5,2,2,5,Family Ties
5452,5,4,1,1,3,1,3,3,2,1,2,5,2,2,5,Social Entourage
5453,4,3,4,3,3,3,3,3,3,3,3,4,3,3,3,Couch Warmers
5454,5,5,1,1,1,1,4,2,3,3,5,4,1,1,1,Rugby Disciples
5455,1,5,1,1,1,1,5,1,1,3,3,3,1,1,2,The Rugby Squad
5456,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,The Rugby Squad
5457,4,3,1,1,1,1,3,3,4,5,3,3,1,1,5,Couch Warmers
5458,1,1,5,1,1,1,1,1,5,5,1,5,3,5,5,Couch Warmers
5459,4,5,4,5,5,5,4,5,4,4,5,5,4,4,5,Code Hoppers
5460,3,3,3,5,5,5,1,3,2,3,3,3,2,2,2,Code Hoppers
5461,5,5,2,2,4,1,4,4,2,2,2,4,2,4,5,Social Entourage
5462,5,5,1,5,5,2,4,2,5,5,5,4,4,4,4,Couch Warmers
5463,4,3,3,4,3,2,4,3,2,3,4,3,3,3,5,Code Hoppers
5464,5,5,2,4,2,2,3,2,4,2,2,4,2,4,5,Code Hoppers
5465,3,4,4,3,3,3,4,3,3,4,3,3,3,3,4,Couch Warmers
5466,4,2,3,3,3,3,3,2,4,2,2,3,1,2,3,Code Hoppers
5467,3,3,3,1,3,1,4,4,2,1,5,5,4,4,2,Family Ties
5468,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,The Rugby Squad
5469,5,5,3,2,4,2,4,3,3,3,4,4,3,3,5,Couch Warmers
